filename,report_title,section,sentence,label,units,predictedlabel
wasde1023.xls,WASDE - 641,COARSE GRAINS,"Foreign corn production is higher on increases for Argentina, Moldova, the EU, and Paraguay.",C,Foreign corn production is higher,e
wasde1023.xls,WASDE - 641,COARSE GRAINS,"Foreign corn production is higher on increases for Argentina, Moldova, the EU, and Paraguay.",P,"on increases for Argentina, Moldova, the EU, and Paraguay.",e
wasde0721.xls,WASDE - 614,COARSE GRAINS,"Foreign corn production is higher, with a projected increase for Russia based on higher indicated area.",C,"Foreign corn production is higher,",e
wasde0721.xls,WASDE - 614,COARSE GRAINS,"Foreign corn production is higher, with a projected increase for Russia based on higher indicated area.",C,with a projected increase for Russia,e
wasde0721.xls,WASDE - 614,COARSE GRAINS,"Foreign corn production is higher, with a projected increase for Russia based on higher indicated area.",P,based on higher indicated area.,e
wasde0222.xls,WASDE - 621,COARSE GRAINS,"Foreign corn production is lower, mostly reflecting declines for Brazil and Paraguay that are partially offset by an increase for the Philippines.",C,"Foreign corn production is lower,",c
wasde0222.xls,WASDE - 621,COARSE GRAINS,"Foreign corn production is lower, mostly reflecting declines for Brazil and Paraguay that are partially offset by an increase for the Philippines.",P,mostly reflecting declines for Brazil and Paraguay,e
wasde0222.xls,WASDE - 621,COARSE GRAINS,"Foreign corn production is lower, mostly reflecting declines for Brazil and Paraguay that are partially offset by an increase for the Philippines.",P,that are partially offset by an increase for the Philippines.,e
wasde0624.xls,WASDE - 649,COARSE GRAINS,"Foreign corn production is marginally higher, with increases for Ukraine and Zambia partially offset by a reduction for Russia.",C,"Foreign corn production is marginally higher,",c
wasde0624.xls,WASDE - 649,COARSE GRAINS,"Foreign corn production is marginally higher, with increases for Ukraine and Zambia partially offset by a reduction for Russia.",E,with increases for Ukraine and Zambia,e
wasde0624.xls,WASDE - 649,COARSE GRAINS,"Foreign corn production is marginally higher, with increases for Ukraine and Zambia partially offset by a reduction for Russia.",P,partially offset by a reduction for Russia.,e
wasde1223.xls,WASDE - 643,COARSE GRAINS,"Foreign corn production is raised with increases for Russia, Ukraine, the EU, and Egypt partially offset by reductions for Mexico and Canada.",C,Foreign corn production is raised,c
wasde1223.xls,WASDE - 643,COARSE GRAINS,"Foreign corn production is raised with increases for Russia, Ukraine, the EU, and Egypt partially offset by reductions for Mexico and Canada.",E,"with increases for Russia, Ukraine, the EU, and Egypt",e
wasde1223.xls,WASDE - 643,COARSE GRAINS,"Foreign corn production is raised with increases for Russia, Ukraine, the EU, and Egypt partially offset by reductions for Mexico and Canada.",P,partially offset by reductions for Mexico and Canada.,e
wasde0425v2.xls,WASDE - 659,COARSE GRAINS,"Foreign corn production is raised, with increases for the EU, Tanzania, and Honduras partially offset by declines for Moldova, Cambodia, and Kenya.",C,"Foreign corn production is raised,",c
wasde0425v2.xls,WASDE - 659,COARSE GRAINS,"Foreign corn production is raised, with increases for the EU, Tanzania, and Honduras partially offset by declines for Moldova, Cambodia, and Kenya.",E,"with increases for the EU, Tanzania, and Honduras",e
wasde0425v2.xls,WASDE - 659,COARSE GRAINS,"Foreign corn production is raised, with increases for the EU, Tanzania, and Honduras partially offset by declines for Moldova, Cambodia, and Kenya.",P,"partially offset by declines for Moldova, Cambodia, and Kenya.",e
wasde0724.xls,WASDE - 650,COARSE GRAINS,"Foreign corn production is reduced based on declines for the EU, Canada, and Russia.",C,Foreign corn production is reduced,c
wasde0724.xls,WASDE - 650,COARSE GRAINS,"Foreign corn production is reduced based on declines for the EU, Canada, and Russia.",P,"based on declines for the EU, Canada, and Russia.",e
wasde0121.xls,WASDE - 608,COARSE GRAINS,Foreign corn production is reduced with declines for Argentina and Brazil more than offsetting increases for China and India.,C,Foreign corn production is reduced,c
wasde0121.xls,WASDE - 608,COARSE GRAINS,Foreign corn production is reduced with declines for Argentina and Brazil more than offsetting increases for China and India.,E,with declines for Argentina and Brazil,e
wasde0121.xls,WASDE - 608,COARSE GRAINS,Foreign corn production is reduced with declines for Argentina and Brazil more than offsetting increases for China and India.,P,more than offsetting increases for China and India.,e
wasde1222.xls,WASDE - 631,COARSE GRAINS,"Foreign corn production is reduced with forecast declines for Ukraine, Russia, the EU, and Vietnam.",C,Foreign corn production is reduced,c
wasde1222.xls,WASDE - 631,COARSE GRAINS,"Foreign corn production is reduced with forecast declines for Ukraine, Russia, the EU, and Vietnam.",E,"with forecast declines for Ukraine, Russia, the EU, and Vietnam.",e
wasde0221.xls,WASDE - 609,COARSE GRAINS,"Foreign corn production is up fractionally, with an increase for South Africa more than offsetting a reduction for Paraguay.",C,"Foreign corn production is up fractionally,",e
wasde0221.xls,WASDE - 609,COARSE GRAINS,"Foreign corn production is up fractionally, with an increase for South Africa more than offsetting a reduction for Paraguay.",E,with an increase for South Africa,e
wasde0221.xls,WASDE - 609,COARSE GRAINS,"Foreign corn production is up fractionally, with an increase for South Africa more than offsetting a reduction for Paraguay.",P,more than offsetting a reduction for Paraguay.,e
wasde0720.xls,WASDE - 602,COARSE GRAINS,"Foreign corn production is virtually unchanged from last month, as forecast increases for Russia and Bolivia are essentially offset by a reduction for Canada.",C,"Foreign corn production is virtually unchanged from last month,",c
wasde0720.xls,WASDE - 602,COARSE GRAINS,"Foreign corn production is virtually unchanged from last month, as forecast increases for Russia and Bolivia are essentially offset by a reduction for Canada.",P,as forecast increases for Russia and Bolivia are essentially offset by a reduction for Canada.,e
wasde0923.xls,WASDE - 640,COARSE GRAINS,Foreign corn production is virtually unchanged with an increase for Ukraine largely offset by a decline for the EU.,C,Foreign corn production is virtually unchanged,c
wasde0923.xls,WASDE - 640,COARSE GRAINS,Foreign corn production is virtually unchanged with an increase for Ukraine largely offset by a decline for the EU.,P,with an increase for Ukraine,e
wasde0923.xls,WASDE - 640,COARSE GRAINS,Foreign corn production is virtually unchanged with an increase for Ukraine largely offset by a decline for the EU.,P,largely offset by a decline for the EU.,e
wasde0120.xls,WASDE - 596,OILSEEDS,"Foreign oilseed 2019/20 production is up 0.2 million tons to 467.2 million, with higher sunflowerseed production partly offset by lower cottonseed, rapeseed, and palm kernel.",C,"Foreign oilseed 2019/20 production is up 0.2 million tons to 467.2 million,",e
wasde0120.xls,WASDE - 596,OILSEEDS,"Foreign oilseed 2019/20 production is up 0.2 million tons to 467.2 million, with higher sunflowerseed production partly offset by lower cottonseed, rapeseed, and palm kernel.",P,with higher sunflowerseed production,e
wasde0120.xls,WASDE - 596,OILSEEDS,"Foreign oilseed 2019/20 production is up 0.2 million tons to 467.2 million, with higher sunflowerseed production partly offset by lower cottonseed, rapeseed, and palm kernel.",P,"partly offset by lower cottonseed, rapeseed, and palm kernel.",e
wasde0724.xls,WASDE - 650,OILSEEDS,Foreign oilseed production for 2024/25 is reduced slightly on lower sunflowerseed output mostly offset by higher rapeseed.,C,Foreign oilseed production for 2024/25 is reduced slightly,e
wasde0724.xls,WASDE - 650,OILSEEDS,Foreign oilseed production for 2024/25 is reduced slightly on lower sunflowerseed output mostly offset by higher rapeseed.,P,on lower sunflowerseed output,e
wasde0724.xls,WASDE - 650,OILSEEDS,Foreign oilseed production for 2024/25 is reduced slightly on lower sunflowerseed output mostly offset by higher rapeseed.,P,mostly offset by higher rapeseed.,p
wasde0723.xls,WASDE - 638,OILSEEDS,"Foreign oilseed production is increased 1.5 million tons to 539.7 million on higher sunflowerseed, soybean, and rapeseed production.",C,Foreign oilseed production is increased 1.5 million tons to 539.7 million,e
wasde0723.xls,WASDE - 638,OILSEEDS,"Foreign oilseed production is increased 1.5 million tons to 539.7 million on higher sunflowerseed, soybean, and rapeseed production.",P,"on higher sunflowerseed, soybean, and rapeseed production.",e
wasde0921.xls,WASDE - 616,OILSEEDS,Foreign oilseed production is lowered 1.5 million tons to 499.8 million mainly on lower canola production for Canada and the EU.,C,Foreign oilseed production is lowered 1.5 million tons to 499.8 million,e
wasde0921.xls,WASDE - 616,OILSEEDS,Foreign oilseed production is lowered 1.5 million tons to 499.8 million mainly on lower canola production for Canada and the EU.,P,mainly on lower canola production for Canada and the EU.,p
wasde1120.xls,WASDE - 606,OILSEEDS,"Foreign oilseed production is lowered 5.6 million tons to 473.3 million, mainly on lower soybean crops for Argentina and India and lower sunflowerseed production for Ukraine and Russia.",C,"Foreign oilseed production is lowered 5.6 million tons to 473.3 million,",e
wasde1120.xls,WASDE - 606,OILSEEDS,"Foreign oilseed production is lowered 5.6 million tons to 473.3 million, mainly on lower soybean crops for Argentina and India and lower sunflowerseed production for Ukraine and Russia.",P,mainly on lower soybean crops for Argentina and India,e
wasde1120.xls,WASDE - 606,OILSEEDS,"Foreign oilseed production is lowered 5.6 million tons to 473.3 million, mainly on lower soybean crops for Argentina and India and lower sunflowerseed production for Ukraine and Russia.",P,and lower sunflowerseed production for Ukraine and Russia.,e
wasde0821.xls,WASDE - 615,OILSEEDS,"Foreign oilseed production is reduced 3.6 million tons to 501.4 million, reflecting lower canola production for Canada and sunflowerseed for Russia.",C,"Foreign oilseed production is reduced 3.6 million tons to 501.4 million,",e
wasde0821.xls,WASDE - 615,OILSEEDS,"Foreign oilseed production is reduced 3.6 million tons to 501.4 million, reflecting lower canola production for Canada and sunflowerseed for Russia.",P,reflecting lower canola production for Canada,e
wasde0821.xls,WASDE - 615,OILSEEDS,"Foreign oilseed production is reduced 3.6 million tons to 501.4 million, reflecting lower canola production for Canada and sunflowerseed for Russia.",P,and sunflowerseed for Russia.,e
wasde0120.xls,WASDE - 596,WHEAT,"Foreign production for the 2019/20 market year is dropped 1.0 million tons led by a 1.0-million-ton reduction for Russia on updated government production data, and a 0.5-million-ton decrease for Australia reflecting the severe drought conditions in parts of the country.",C,Foreign production for the 2019/20 market year is dropped 1.0 million tons,c
wasde0120.xls,WASDE - 596,WHEAT,"Foreign production for the 2019/20 market year is dropped 1.0 million tons led by a 1.0-million-ton reduction for Russia on updated government production data, and a 0.5-million-ton decrease for Australia reflecting the severe drought conditions in parts of the country.",E,"led by a 1.0-million-ton reduction for Russia on updated government production data,",e
wasde0120.xls,WASDE - 596,WHEAT,"Foreign production for the 2019/20 market year is dropped 1.0 million tons led by a 1.0-million-ton reduction for Russia on updated government production data, and a 0.5-million-ton decrease for Australia reflecting the severe drought conditions in parts of the country.",E,and a 0.5-million-ton decrease for Australia reflecting the severe drought conditions in parts of the country.,e
wasde1022.xls,WASDE - 629,OILSEEDS,Foreign production is increased 3.3 million tons to 519.7 million mainly on higher soybean and rapeseed production.,C,Foreign production is increased 3.3 million tons to 519.7 million,e
wasde1022.xls,WASDE - 629,OILSEEDS,Foreign production is increased 3.3 million tons to 519.7 million mainly on higher soybean and rapeseed production.,P,mainly on higher soybean and rapeseed production.,p
wasde0824.xls,WASDE - 651,OILSEEDS,Foreign production is revised up based on higher area forecasts from government reports.,C,Foreign production is revised up,c
wasde0824.xls,WASDE - 651,OILSEEDS,Foreign production is revised up based on higher area forecasts from government reports.,P,based on higher area forecasts from government reports.,e
wasde0323.xls,WASDE - 634,COARSE GRAINS,Foreign sorghum production is lowered with declines for Australia and Argentina.,C,Foreign sorghum production is lowered,e
wasde0323.xls,WASDE - 634,COARSE GRAINS,Foreign sorghum production is lowered with declines for Australia and Argentina.,E,with declines for Australia,e
wasde0323.xls,WASDE - 634,COARSE GRAINS,Foreign sorghum production is lowered with declines for Australia and Argentina.,E,and Argentina.,e
wasde0123.xls,WASDE - 632,OILSEEDS,Foreign soybean exports are reduced on lower exports for Argentina that are partly offset by higher exports for Brazil.,C,Foreign soybean exports are reduced,c
wasde0123.xls,WASDE - 632,OILSEEDS,Foreign soybean exports are reduced on lower exports for Argentina that are partly offset by higher exports for Brazil.,P,on lower exports for Argentina,e
wasde0123.xls,WASDE - 632,OILSEEDS,Foreign soybean exports are reduced on lower exports for Argentina that are partly offset by higher exports for Brazil.,P,that are partly offset by higher exports for Brazil.,e
wasde0122.xls,WASDE - 620,OILSEEDS,"Foreign soybean production is lowered 9.5 million tons on reduced crops for Brazil, Argentina, and Paraguay.",C,Foreign soybean production is lowered 9.5 million tons,e
wasde0122.xls,WASDE - 620,OILSEEDS,"Foreign soybean production is lowered 9.5 million tons on reduced crops for Brazil, Argentina, and Paraguay.",P,"on reduced crops for Brazil, Argentina, and Paraguay.",p
wasde0924.xls,WASDE - 652,OILSEEDS,Foreign soybean production is raised 0.6 million tons on higher production for Paraguay and Canada partly offset by lower output for the EU and Serbia.,C,Foreign soybean production is raised 0.6 million tons,e
wasde0924.xls,WASDE - 652,OILSEEDS,Foreign soybean production is raised 0.6 million tons on higher production for Paraguay and Canada partly offset by lower output for the EU and Serbia.,P,on higher production for Paraguay and Canada,e
wasde0924.xls,WASDE - 652,OILSEEDS,Foreign soybean production is raised 0.6 million tons on higher production for Paraguay and Canada partly offset by lower output for the EU and Serbia.,P,partly offset by lower output for the EU and Serbia.,e
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,"Further, palm oil exports are expected to increase for Indonesia after slower-than-normal shipments and export restrictions in the prior marketing year.",C,"Further, palm oil exports are expected to increase for Indonesia",c
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,"Further, palm oil exports are expected to increase for Indonesia after slower-than-normal shipments and export restrictions in the prior marketing year.",E,after slower-than-normal shipments,e
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,"Further, palm oil exports are expected to increase for Indonesia after slower-than-normal shipments and export restrictions in the prior marketing year.",P,and export restrictions in the prior marketing year.,e
wasde0523.xls,WASDE - 636,"LIVESTOCK, POULTRY, AND DAIRY","Gains are expected in butter and milkfat products, non-fat dry milk (NDM), cheese, whey, and lactose.",C,"Gains are expected in butter and milkfat products,",c
wasde0523.xls,WASDE - 636,"LIVESTOCK, POULTRY, AND DAIRY","Gains are expected in butter and milkfat products, non-fat dry milk (NDM), cheese, whey, and lactose.",E,"non-fat dry milk (NDM),",e
wasde0523.xls,WASDE - 636,"LIVESTOCK, POULTRY, AND DAIRY","Gains are expected in butter and milkfat products, non-fat dry milk (NDM), cheese, whey, and lactose.",E,"cheese,",e
wasde0523.xls,WASDE - 636,"LIVESTOCK, POULTRY, AND DAIRY","Gains are expected in butter and milkfat products, non-fat dry milk (NDM), cheese, whey, and lactose.",E,"whey,",e
wasde0523.xls,WASDE - 636,"LIVESTOCK, POULTRY, AND DAIRY","Gains are expected in butter and milkfat products, non-fat dry milk (NDM), cheese, whey, and lactose.",E,and lactose.,e
wasde0723.xls,WASDE - 638,WHEAT,"Gains for all wheat production are partly offset by smaller beginning stocks, which are lowered 18 million bushels to 580 million as indicated in the Grain Stocks report, issued June 30.",P,"Gains for all wheat production are partly offset by smaller beginning stocks,",c
wasde0723.xls,WASDE - 638,WHEAT,"Gains for all wheat production are partly offset by smaller beginning stocks, which are lowered 18 million bushels to 580 million as indicated in the Grain Stocks report, issued June 30.",E,which are lowered 18 million bushels to 580 million,e
wasde0723.xls,WASDE - 638,WHEAT,"Gains for all wheat production are partly offset by smaller beginning stocks, which are lowered 18 million bushels to 580 million as indicated in the Grain Stocks report, issued June 30.",E,"as indicated in the Grain Stocks report, issued June 30.",e
wasde0424.xls,WASDE - 647,SUGAR,"Given that Mexico has imported 435,000 MT of high-tier tariff sugar for consumption through March 31, USDA projects imports in the pipeline at 40,000 MT, implying imports for consumption at 475,000 MT.",P,"Given that Mexico has imported 435,000 MT of high-tier tariff sugar for consumption through March 31,",e
wasde0424.xls,WASDE - 647,SUGAR,"Given that Mexico has imported 435,000 MT of high-tier tariff sugar for consumption through March 31, USDA projects imports in the pipeline at 40,000 MT, implying imports for consumption at 475,000 MT.",C,"USDA projects imports in the pipeline at 40,000 MT,",e
wasde0424.xls,WASDE - 647,SUGAR,"Given that Mexico has imported 435,000 MT of high-tier tariff sugar for consumption through March 31, USDA projects imports in the pipeline at 40,000 MT, implying imports for consumption at 475,000 MT.",C,"implying imports for consumption at 475,000 MT.",c
wasde0120.xls,WASDE - 596,COTTON,"Global 2019/20 ending stocks are 730,000 bales lower this month.",C,"Global 2019/20 ending stocks are 730,000 bales lower this month.",e
wasde0220.xls,WASDE - 597,OILSEEDS,Global 2019/20 oilseed exports are raised mainly on a 2.4-million-ton increase to soybean trade.,C,Global 2019/20 oilseed exports are raised,c
wasde0220.xls,WASDE - 597,OILSEEDS,Global 2019/20 oilseed exports are raised mainly on a 2.4-million-ton increase to soybean trade.,P,mainly on a 2.4-million-ton increase to soybean trade.,e
wasde0120.xls,WASDE - 596,RICE,Global 2019/20 rice supplies are down fractionally to 671.1 million tons based on a 1.7-million-ton production decline being mostly offset by an increase in world beginning stocks.,C,Global 2019/20 rice supplies are down fractionally to 671.1 million tons,e
wasde0120.xls,WASDE - 596,RICE,Global 2019/20 rice supplies are down fractionally to 671.1 million tons based on a 1.7-million-ton production decline being mostly offset by an increase in world beginning stocks.,P,based on a 1.7-million-ton production decline,e
wasde0120.xls,WASDE - 596,RICE,Global 2019/20 rice supplies are down fractionally to 671.1 million tons based on a 1.7-million-ton production decline being mostly offset by an increase in world beginning stocks.,P,being mostly offset by an increase in world beginning stocks.,e
wasde0420.xls,WASDE - 599,RICE,"Global 2019/20 rice supplies are lowered by 2.8 million tons to 671.8 million, mainly on production reductions for several Southeast Asian countries, led by Vietnam, Burma, and the Philippines.",C,"Global 2019/20 rice supplies are lowered by 2.8 million tons to 671.8 million,",e
wasde0420.xls,WASDE - 599,RICE,"Global 2019/20 rice supplies are lowered by 2.8 million tons to 671.8 million, mainly on production reductions for several Southeast Asian countries, led by Vietnam, Burma, and the Philippines.",P,"mainly on production reductions for several Southeast Asian countries,",p
wasde0420.xls,WASDE - 599,RICE,"Global 2019/20 rice supplies are lowered by 2.8 million tons to 671.8 million, mainly on production reductions for several Southeast Asian countries, led by Vietnam, Burma, and the Philippines.",E,"led by Vietnam, Burma, and the Philippines.",e
wasde0320.xls,WASDE - 598,RICE,Global 2019/20 rice supplies are raised 3.4 million tons primarily on a 3.0-million-ton increase for India production stemming from revised government data.,C,Global 2019/20 rice supplies are raised 3.4 million tons,e
wasde0320.xls,WASDE - 598,RICE,Global 2019/20 rice supplies are raised 3.4 million tons primarily on a 3.0-million-ton increase for India production stemming from revised government data.,P,primarily on a 3.0-million-ton increase for India production,e
wasde0320.xls,WASDE - 598,RICE,Global 2019/20 rice supplies are raised 3.4 million tons primarily on a 3.0-million-ton increase for India production stemming from revised government data.,E,stemming from revised government data.,e
wasde0220.xls,WASDE - 597,RICE,Global 2019/20 rice supplies are raised fractionally with higher beginning stocks mostly offset by lower production.,C,Global 2019/20 rice supplies are raised fractionally,c
wasde0220.xls,WASDE - 597,RICE,Global 2019/20 rice supplies are raised fractionally with higher beginning stocks mostly offset by lower production.,E,with higher beginning stocks,e
wasde0220.xls,WASDE - 597,RICE,Global 2019/20 rice supplies are raised fractionally with higher beginning stocks mostly offset by lower production.,P,mostly offset by lower production.,e
wasde0420.xls,WASDE - 599,RICE,"Global 2019/20 trade is reduced 2.2 million tons to 42.2 million, primarily on export restrictions recently imposed by several Southeast Asian rice exporters in the form of bans, licenses, and quotas due to domestic supply concerns.",C,"Global 2019/20 trade is reduced 2.2 million tons to 42.2 million,",e
wasde0420.xls,WASDE - 599,RICE,"Global 2019/20 trade is reduced 2.2 million tons to 42.2 million, primarily on export restrictions recently imposed by several Southeast Asian rice exporters in the form of bans, licenses, and quotas due to domestic supply concerns.",P,"primarily on export restrictions recently imposed by several Southeast Asian rice exporters in the form of bans, licenses, and quotas",p
wasde0420.xls,WASDE - 599,RICE,"Global 2019/20 trade is reduced 2.2 million tons to 42.2 million, primarily on export restrictions recently imposed by several Southeast Asian rice exporters in the form of bans, licenses, and quotas due to domestic supply concerns.",P,due to domestic supply concerns.,p
wasde1120.xls,WASDE - 606,COTTON,"Global 2020/21 beginning stocks are forecast 378,000 bales higher this month, largely reflecting an increase in Brazil’s 2019/20 crop.",C,"Global 2020/21 beginning stocks are forecast 378,000 bales higher this month,",e
wasde1120.xls,WASDE - 606,COTTON,"Global 2020/21 beginning stocks are forecast 378,000 bales higher this month, largely reflecting an increase in Brazil’s 2019/20 crop.",P,largely reflecting an increase in Brazil’s 2019/20 crop.,e
wasde1220.xls,WASDE - 607,RICE,"Global 2020/21 consumption is increased 1.2 million tons to 500.4 million, led by greater consumption for Nigeria and Saudi Arabia.",C,"Global 2020/21 consumption is increased 1.2 million tons to 500.4 million,",e
wasde1220.xls,WASDE - 607,RICE,"Global 2020/21 consumption is increased 1.2 million tons to 500.4 million, led by greater consumption for Nigeria and Saudi Arabia.",P,led by greater consumption for Nigeria and Saudi Arabia.,p
wasde0121.xls,WASDE - 608,RICE,"Global 2020/21 consumption is increased 1.5 million tons to a record 502.0 million, led by higher consumption by China and the United States.",C,"Global 2020/21 consumption is increased 1.5 million tons to a record 502.0 million,",e
wasde0121.xls,WASDE - 608,RICE,"Global 2020/21 consumption is increased 1.5 million tons to a record 502.0 million, led by higher consumption by China and the United States.",P,led by higher consumption by China and the United States.,p
wasde1120.xls,WASDE - 606,RICE,Global 2020/21 consumption is lowered fractionally but remains a record at 499.2 million tons as reductions for Bangladesh and Cambodia are partially offset by China.,C,Global 2020/21 consumption is lowered fractionally,e
wasde1120.xls,WASDE - 606,RICE,Global 2020/21 consumption is lowered fractionally but remains a record at 499.2 million tons as reductions for Bangladesh and Cambodia are partially offset by China.,C,but remains a record at 499.2 million tons,e
wasde1120.xls,WASDE - 606,RICE,Global 2020/21 consumption is lowered fractionally but remains a record at 499.2 million tons as reductions for Bangladesh and Cambodia are partially offset by China.,P,as reductions for Bangladesh and Cambodia are partially offset by China.,e
wasde1020.xls,WASDE - 605,RICE,"Global 2020/21 consumption is raised by 3.0 million tons to a record 499.4 million, primarily on increases for India and Thailand.",C,"Global 2020/21 consumption is raised by 3.0 million tons to a record 499.4 million,",e
wasde1020.xls,WASDE - 605,RICE,"Global 2020/21 consumption is raised by 3.0 million tons to a record 499.4 million, primarily on increases for India and Thailand.",P,primarily on increases for India and Thailand.,p
wasde0321.xls,WASDE - 610,OILSEEDS,"Global 2020/21 oilseed supply and demand forecasts include higher production, exports, and ending stocks.",C,"Global 2020/21 oilseed supply and demand forecasts include higher production,",e
wasde0321.xls,WASDE - 610,OILSEEDS,"Global 2020/21 oilseed supply and demand forecasts include higher production, exports, and ending stocks.",E,"exports,",e
wasde0321.xls,WASDE - 610,OILSEEDS,"Global 2020/21 oilseed supply and demand forecasts include higher production, exports, and ending stocks.",E,and ending stocks.,e
wasde0720.xls,WASDE - 602,RICE,Global 2020/21 rice supplies are raised fractionally on higher beginning stocks and production.,C,Global 2020/21 rice supplies are raised fractionally,c
wasde0720.xls,WASDE - 602,RICE,Global 2020/21 rice supplies are raised fractionally on higher beginning stocks and production.,P,on higher beginning stocks,e
wasde0720.xls,WASDE - 602,RICE,Global 2020/21 rice supplies are raised fractionally on higher beginning stocks and production.,E,and production.,e
wasde0322.xls,WASDE - 622,RICE,Global 2021/22 consumption is increased 0.7 million tons to a record 511.1 million.,C,Global 2021/22 consumption is increased 0.7 million tons,e
wasde0322.xls,WASDE - 622,RICE,Global 2021/22 consumption is increased 0.7 million tons to a record 511.1 million.,E,to a record 511.1 million.,e
wasde0122.xls,WASDE - 620,RICE,Global 2021/22 consumption is lowered 0.6 million tons to 510.3 million but remains a record.,C,Global 2021/22 consumption is lowered 0.6 million tons to 510.3 million,e
wasde0122.xls,WASDE - 620,RICE,Global 2021/22 consumption is lowered 0.6 million tons to 510.3 million but remains a record.,C,but remains a record.,c
wasde1121.xls,WASDE - 618,RICE,Global 2021/22 consumption is lowered 1.0 million tons to 511.3 million but remains a record as a reduction for India is partially offset by increases for several Sub Saharan Africa countries.,C,Global 2021/22 consumption is lowered 1.0 million tons to 511.3 million,e
wasde1121.xls,WASDE - 618,RICE,Global 2021/22 consumption is lowered 1.0 million tons to 511.3 million but remains a record as a reduction for India is partially offset by increases for several Sub Saharan Africa countries.,C,but remains a record,c
wasde1121.xls,WASDE - 618,RICE,Global 2021/22 consumption is lowered 1.0 million tons to 511.3 million but remains a record as a reduction for India is partially offset by increases for several Sub Saharan Africa countries.,P,as a reduction for India is partially offset by increases for several Sub Saharan Africa countries.,p
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,"Global 2021/22 ending stocks are lowered with lower Chinese stocks, a reduction in Argentina’s soybean production, and lower U.S. stocks.",C,"Global 2021/22 ending stocks are lowered with lower Chinese stocks,",c
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,"Global 2021/22 ending stocks are lowered with lower Chinese stocks, a reduction in Argentina’s soybean production, and lower U.S. stocks.",P,"a reduction in Argentina’s soybean production,",e
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,"Global 2021/22 ending stocks are lowered with lower Chinese stocks, a reduction in Argentina’s soybean production, and lower U.S. stocks.",P,and lower U.S. stocks.,e
wasde1021.xls,WASDE - 617,RICE,"Global 2021/22 ending stocks are raised 1.8 million tons to 183.6 million, primarily on increases for China and India, which comprise 61 and 19 percent of world stocks, respectively.",C,"Global 2021/22 ending stocks are raised 1.8 million tons to 183.6 million,",e
wasde1021.xls,WASDE - 617,RICE,"Global 2021/22 ending stocks are raised 1.8 million tons to 183.6 million, primarily on increases for China and India, which comprise 61 and 19 percent of world stocks, respectively.",P,"primarily on increases for China and India,",p
wasde1021.xls,WASDE - 617,RICE,"Global 2021/22 ending stocks are raised 1.8 million tons to 183.6 million, primarily on increases for China and India, which comprise 61 and 19 percent of world stocks, respectively.",E,"which comprise 61 and 19 percent of world stocks, respectively.",e
wasde1221.xls,WASDE - 619,RICE,Global 2021/22 ending stocks are reduced 1.1 million tons to 186.8 million.,C,Global 2021/22 ending stocks are reduced 1.1 million tons,e
wasde1221.xls,WASDE - 619,RICE,Global 2021/22 ending stocks are reduced 1.1 million tons to 186.8 million.,E,to 186.8 million.,e
wasde0521.xls,WASDE - 612,RICE,"Global 2021/22 rice consumption is projected at a record 513.3 million tons, up nearly 8.0 million from the previous year with most of this increase due to China with more rice expected for feed use.",C,"Global 2021/22 rice consumption is projected at a record 513.3 million tons,",e
wasde0521.xls,WASDE - 612,RICE,"Global 2021/22 rice consumption is projected at a record 513.3 million tons, up nearly 8.0 million from the previous year with most of this increase due to China with more rice expected for feed use.",E,up nearly 8.0 million from the previous year,e
wasde0521.xls,WASDE - 612,RICE,"Global 2021/22 rice consumption is projected at a record 513.3 million tons, up nearly 8.0 million from the previous year with most of this increase due to China with more rice expected for feed use.",P,with most of this increase due to China,p
wasde0521.xls,WASDE - 612,RICE,"Global 2021/22 rice consumption is projected at a record 513.3 million tons, up nearly 8.0 million from the previous year with most of this increase due to China with more rice expected for feed use.",P,with more rice expected for feed use.,p
wasde0222.xls,WASDE - 621,RICE,"Global 2021/22 rice supplies are increased by 0.4 million tons to 696.7 million, as higher production in Pakistan and Bangladesh more than offsets a decrease in Brazil.",C,"Global 2021/22 rice supplies are increased by 0.4 million tons to 696.7 million,",e
